id	indonesian	chinese	category	scene	example	example_chinese
W0803	gambar pemasangan bekisting	支模图纸	模板	模板		
W0814	pemasangan bekisting utama	主要支模	模板	模板		
W0825	posisi pembongkaran bekisting	拆模位置	模板	模板		
W0836	pemeriksaan akhir pembongkaran bekisting	拆模最终检查	模板	模板		
W0847	kondisi perancah	脚手架状态	脚手架	脚手架		
W0858	spesifikasi perancah	脚手架规格	脚手架	脚手架		
W0869	pemeliharaan tiang vertikal	维护立杆	脚手架	脚手架		
W0880	biaya tiang vertikal	立杆费用	脚手架	脚手架		
W0891	pemasangan batang horizontal	安装横杆	脚手架	脚手架		
W0902	catatan batang horizontal	横杆记录	脚手架	脚手架		
W0913	pemeriksaan pengaku diagonal	检查剪刀撑	脚手架	脚手架		
W0924	data pengaku diagonal	剪刀撑数据	脚手架	脚手架		
W0935	pengaku diagonal sementara	临时剪刀撑	脚手架	脚手架		
W0946	ukuran papan perancah	脚手板尺寸	脚手架	脚手架		
W0957	risiko papan perancah	脚手板风险	脚手架	脚手架		
W0968	lokasi pasangan dinding	砌体位置	砌筑	砌筑		
W0979	persiapan pasangan dinding	砌体准备	砌筑	砌筑		
W0990	pekerjaan bata	砖作业	砌筑	砌筑		
W1001	kualitas bata	砖质量	砌筑	砌筑		
W1012	perbaikan blok beton	修复砌块	砌筑	砌筑		
W1023	jadwal blok beton	砌块计划	砌筑	砌筑		
W1034	pengukuran mortar	测量砂浆	砌筑	砌筑		
W1045	hasil mortar	砂浆结果	砌筑	砌筑		
W1056	plesteran	抹灰	装修	装修		
W1067	gambar plesteran	抹灰图纸	装修	装修		
W1078	plesteran utama	主要抹灰	装修	装修		
W1089	posisi lantai	地面位置	装修	装修		
W1100	pemeriksaan akhir lantai	地面最终检查	装修	装修		
W1111	kondisi dinding	墙面状态	装修	装修		
W1122	spesifikasi dinding	墙面规格	装修	装修		
W1133	pemeliharaan plafon	维护天花板	装修	装修		
W1144	biaya plafon	天花板费用	装修	装修		
W1155	pemasangan pintu dan jendela	安装门窗	装修	装修		
W1166	catatan pintu dan jendela	门窗记录	装修	装修		
W1177	pemeriksaan lapisan kedap air	检查防水层	防水	防水		
W1188	data lapisan kedap air	防水层数据	防水	防水		
W1199	lapisan kedap air sementara	临时防水层	防水	防水		
W1210	ukuran pipa	管道尺寸	管道	管道		
W1221	risiko pipa	管道风险	管道	管道		
W1232	lokasi pipa air bersih	给水管位置	管道	管道		
W1243	persiapan pipa air bersih	给水管准备	管道	管道		
W1254	pekerjaan pipa drainase	排水管作业	管道	管道		
W1265	kualitas pipa drainase	排水管质量	管道	管道		
W1276	perbaikan pipa bertekanan	修复压力管	管道	管道		
W1287	jadwal pipa bertekanan	压力管计划	管道	管道		
W1298	pengukuran katup	测量阀门	管道	管道		
W1309	hasil katup	阀门结果	管道	管道		
W1320	flensa	法兰	管道	管道		
W1331	gambar flensa	法兰图纸	管道	管道		
W1342	flensa utama	主要法兰	管道	管道		
W1353	posisi elbow	弯头位置	管道	管道		
W1364	pemeriksaan akhir elbow	弯头最终检查	管道	管道		
W1375	kondisi tee	三通状态	管道	管道		
W1386	spesifikasi tee	三通规格	管道	管道		
W1397	pemeliharaan sambungan	维护接头	管道	管道		
W1408	biaya sambungan	接头费用	管道	管道		
W1419	pemasangan pompa air	安装水泵	水利	水利		
W1430	catatan pompa air	水泵记录	水利	水利		
W1441	pemeriksaan tangki air	检查水箱	水利	水利		
W1452	data tangki air	水箱数据	水利	水利		
W1463	tangki air sementara	临时水箱	水利	水利		
W1474	ukuran sprinkler	喷头尺寸	灌溉	灌溉		
W1485	risiko sprinkler	喷头风险	灌溉	灌溉		
W1496	lokasi pita irigasi tetes	滴灌带位置	灌溉	灌溉		
W1507	persiapan pita irigasi tetes	滴灌带准备	灌溉	灌溉		
W1518	pekerjaan filter	过滤器作业	灌溉	灌溉		
W1529	kualitas filter	过滤器质量	灌溉	灌溉		
W1540	perbaikan katup pengurang tekanan	修复减压阀	灌溉	灌溉		
W1551	jadwal katup pengurang tekanan	减压阀计划	灌溉	灌溉		
W1562	pengukuran bak katup	测量阀井	水利	水利		
W1573	hasil bak katup	阀井结果	水利	水利		
W1584	bangunan pengambilan	取水口	水利	水利		
W1595	gambar bangunan pengambilan	取水口图纸	水利	水利		
W1606	bangunan pengambilan utama	主要取水口	水利	水利		
W1617	posisi bak penampung air	蓄水池位置	水利	水利		
W1628	pemeriksaan akhir bak penampung air	蓄水池最终检查	水利	水利		
W1639	kondisi saluran	渠道状态	水利	水利		
W1650	spesifikasi saluran	渠道规格	水利	水利		
W1661	pemeliharaan pintu air	维护闸门	水利	水利		
W1672	biaya pintu air	闸门费用	水利	水利		
W1683	pemasangan jalan	安装道路	道路	道路		
W1694	catatan jalan	道路记录	道路	道路		
W1705	pemeriksaan badan jalan	检查路基	道路	道路		
W1716	data badan jalan	路基数据	道路	道路		
W1727	badan jalan sementara	临时路基	道路	道路		
W1738	ukuran permukaan jalan	路面尺寸	道路	道路		
W1749	risiko permukaan jalan	路面风险	道路	道路		
W1760	lokasi aspal	沥青位置	道路	道路		
W1771	persiapan aspal	沥青准备	道路	道路		
W1782	pekerjaan trotoar	人行道作业	道路	道路		
W1793	kualitas trotoar	人行道质量	道路	道路		
W1804	perbaikan kanstin	修复路缘石	道路	道路		
W1815	jadwal kanstin	路缘石计划	道路	道路		
W1826	pengukuran jembatan	测量桥梁	桥梁	桥梁		
W1837	hasil jembatan	桥梁结果	桥梁	桥梁		
W1848	abutmen	桥台	桥梁	桥梁		
W1859	gambar abutmen	桥台图纸	桥梁	桥梁		
W1870	abutmen utama	主要桥台	桥梁	桥梁		
W1881	posisi pilar jembatan	桥墩位置	桥梁	桥梁		
W1892	pemeriksaan akhir pilar jembatan	桥墩最终检查	桥梁	桥梁		
W1903	kondisi balok dan pelat	梁板状态	桥梁	桥梁		
W1914	spesifikasi balok dan pelat	梁板规格	桥梁	桥梁		
W1925	pemeliharaan peralatan	维护设备	机械	机械		
W1936	biaya peralatan	设备费用	机械	机械		
W1947	pemasangan mesin	安装机械	机械	机械		
W1958	catatan mesin	机械记录	机械	机械		
W1969	pemeriksaan ekskavator	检查挖掘机	机械	机械		
W1980	data ekskavator	挖掘机数据	机械	机械		
W1991	ekskavator sementara	临时挖掘机	机械	机械		
W2002	ukuran loader	装载机尺寸	机械	机械		
W2013	risiko loader	装载机风险	机械	机械		
W2024	lokasi mesin pemadat	压路机位置	机械	机械		
W2035	persiapan mesin pemadat	压路机准备	机械	机械		
W2046	pekerjaan crane	吊车作业	机械	机械		
W2057	kualitas crane	吊车质量	机械	机械		
W2068	perbaikan mixer	修复搅拌机	机械	机械		
W2079	jadwal mixer	搅拌机计划	机械	机械		
W2090	pengukuran generator	测量发电机	机电	机电		
W2101	hasil generator	发电机结果	机电	机电		
W2112	kompresor udara	空压机	机械	机械		
W2123	gambar kompresor udara	空压机图纸	机械	机械		
W2134	kompresor udara utama	主要空压机	机械	机械		
W2145	posisi mesin las	焊机位置	机电	机电		
W2156	pemeriksaan akhir mesin las	焊机最终检查	机电	机电		
W2167	kondisi kabel	电缆状态	电气	电气		
W2178	spesifikasi kabel	电缆规格	电气	电气		
W2189	pemeliharaan kabel listrik	维护电线	电气	电气		
W2200	biaya kabel listrik	电线费用	电气	电气		
W2211	pemasangan panel distribusi	安装配电箱	电气	电气		
W2222	catatan panel distribusi	配电箱记录	电气	电气		
W2233	pemeriksaan pemutus sirkuit	检查断路器	电气	电气		
W2244	data pemutus sirkuit	断路器数据	电气	电气		
W2255	pemutus sirkuit sementara	临时断路器	电气	电气		
W2266	ukuran pembumian	接地尺寸	电气	电气		
W2277	risiko pembumian	接地风险	电气	电气		
W2288	lokasi pencahayaan	照明位置	电气	电气		
W2299	persiapan pencahayaan	照明准备	电气	电气		
W2310	pekerjaan stop kontak	插座作业	电气	电气		
W2321	kualitas stop kontak	插座质量	电气	电气		
W2332	perbaikan sakelar	修复开关	电气	电气		
W2343	jadwal sakelar	开关计划	电气	电气		
W2354	pengukuran panel kontrol	测量控制柜	电气	电气		
W2365	hasil panel kontrol	控制柜结果	电气	电气		
W2376	motor listrik	电机	机电	机电		
W2387	gambar motor listrik	电机图纸	机电	机电		
W2398	motor listrik utama	主要电机	机电	机电		
W2409	posisi pengukuran	测量位置	测量	测量		
W2420	pemeriksaan akhir pengukuran	测量最终检查	测量	测量		
W2431	kondisi total station	全站仪状态	测量	测量		
W2442	spesifikasi total station	全站仪规格	测量	测量		
W2453	pemeliharaan alat ukur nivo	维护水准仪	测量	测量		
W2464	biaya alat ukur nivo	水准仪费用	测量	测量		
W2475	pemasangan prisma	安装棱镜	测量	测量		
W2486	catatan prisma	棱镜记录	测量	测量		
W2497	pemeriksaan rambu ukur	检查测杆	测量	测量		
W2508	data rambu ukur	测杆数据	测量	测量		
W2519	rambu ukur sementara	临时测杆	测量	测量		
W2530	ukuran meteran	卷尺尺寸	测量	测量		
W2541	risiko meteran	卷尺风险	测量	测量		
W2552	lokasi koordinat	坐标位置	测量	测量		
W2563	persiapan koordinat	坐标准备	测量	测量		
W2574	pekerjaan elevasi	高程作业	测量	测量		
W2585	kualitas elevasi	高程质量	测量	测量		
W2596	perbaikan titik referensi	修复基准点	测量	测量		
W2607	jadwal titik referensi	基准点计划	测量	测量		
W2618	pengukuran titik kontrol	测量控制点	测量	测量		
W2629	hasil titik kontrol	控制点结果	测量	测量		
W2640	pematokan	放样	测量	测量		
W2651	gambar pematokan	放样图纸	测量	测量		
W2662	pematokan utama	主要放样	测量	测量		
W2673	posisi penampang	断面位置	测量	测量		
W2684	pemeriksaan akhir penampang	断面最终检查	测量	测量		
W2695	kondisi azimut	方位角状态	测量	测量		
W2706	spesifikasi azimut	方位角规格	测量	测量		
W2717	pemeliharaan jarak	维护距离	测量	测量		
W2728	biaya jarak	距离费用	测量	测量		
W2739	pemasangan sudut	安装角度	测量	测量		
W2750	catatan sudut	角度记录	测量	测量		
W2761	pemeriksaan gambar kerja	检查图纸	技术	技术		
W2772	data gambar kerja	图纸数据	技术	技术		
W2783	gambar kerja sementara	临时图纸	技术	技术		
W2794	ukuran gambar konstruksi	施工图尺寸	技术	技术		
W2805	risiko gambar konstruksi	施工图风险	技术	技术		
W2816	lokasi gambar detail	详图位置	技术	技术		
W2827	persiapan gambar detail	详图准备	技术	技术		
W2838	kondisi gambar penampang	剖面图状态	技术	技术		
W2849	spesifikasi gambar penampang	剖面图规格	技术	技术		
W2860	pemeliharaan gambar denah	维护平面图	技术	技术		
W2871	biaya gambar denah	平面图费用	技术	技术		
W2882	pemasangan detail titik	安装节点	技术	技术		
W2893	catatan detail titik	节点记录	技术	技术		
W2904	pemeriksaan ukuran	检查尺寸	技术	技术		
W2915	data ukuran	尺寸数据	技术	技术		
W2926	ukuran sementara	临时尺寸	技术	技术		
W2937	ukuran simbol	符号尺寸	技术	技术		
W2948	risiko simbol	符号风险	技术	技术		
W2959	lokasi revisi	版本位置	技术	技术		
W2970	persiapan revisi	版本准备	技术	技术		
W2981	pekerjaan material	材料作业	材料	材料		
W2992	kualitas material	材料质量	材料	材料		
W3003	perbaikan batch	修复批次	材料管理	材料管理		
W3014	jadwal batch	批次计划	材料管理	材料管理		
W3025	pengukuran sampel	测量样品	质量	质量		
W3036	hasil sampel	样品结果	质量	质量		
W3047	spesifikasi	规格	质量	质量		
W3058	gambar spesifikasi	规格图纸	质量	质量		
W3069	spesifikasi utama	主要规格	质量	质量		
W3080	posisi jumlah	数量位置	材料管理	材料管理		
W3091	pemeriksaan akhir jumlah	数量最终检查	材料管理	材料管理		
W3102	kondisi kualitas	质量状态	质量	质量		
W3113	spesifikasi kualitas	质量规格	质量	质量		
W3124	pemeliharaan pemeriksaan	维护检验	质量	质量		
W3135	biaya pemeriksaan	检验费用	质量	质量		
W3146	pemasangan pengujian	安装试验	质量	质量		
W3157	catatan pengujian	试验记录	质量	质量		
W3168	pemeriksaan pengambilan sampel	检查取样	质量	质量		
W3179	data pengambilan sampel	取样数据	质量	质量		
W3190	pengambilan sampel sementara	临时取样	质量	质量		
W3201	ukuran laporan	报告尺寸	质量	质量		
W3212	risiko laporan	报告风险	质量	质量		
W3223	lokasi keselamatan	安全位置	安全	安全		
W3234	persiapan keselamatan	安全准备	安全	安全		
W3245	pekerjaan helm keselamatan	安全帽作业	安全	安全		
W3256	kualitas helm keselamatan	安全帽质量	安全	安全		
W3267	perbaikan sabuk pengaman	修复安全带	安全	安全		
W3278	jadwal sabuk pengaman	安全带计划	安全	安全		
W3289	pengukuran rambu peringatan	测量警示牌	安全	安全		
W3300	hasil rambu peringatan	警示牌结果	安全	安全		
W3311	pagar pengaman	防护栏	安全	安全		
W3322	gambar pagar pengaman	防护栏图纸	安全	安全		
W3333	pagar pengaman utama	主要防护栏	安全	安全		
W3344	posisi kemajuan	进度位置	进度	进度		
W3355	pemeriksaan akhir kemajuan	进度最终检查	进度	进度		
W3366	kondisi rencana	计划状态	进度	进度		
W3377	spesifikasi rencana	计划规格	进度	进度		
W3388	pemeliharaan masa pelaksanaan	维护工期	进度	进度		
W3399	biaya masa pelaksanaan	工期费用	进度	进度		
W3410	pemasangan milestone	安装里程碑	进度	进度		
W3421	catatan milestone	里程碑记录	进度	进度		
W3432	pemeriksaan laporan harian	检查日报	管理	管理		
W3443	data laporan harian	日报数据	管理	管理		
W3454	laporan harian sementara	临时日报	管理	管理		
W3465	ukuran rapat	会议尺寸	管理	管理		
W3476	risiko rapat	会议风险	管理	管理		
W3487	lokasi catatan	记录位置	管理	管理		
W3498	persiapan catatan	记录准备	管理	管理		
W3509	pekerjaan daftar pemeriksaan	检查表作业	管理	管理		
W3520	kualitas daftar pemeriksaan	检查表质量	管理	管理		
W3531	perbaikan tanda tangan	修复签字	管理	管理		
W3542	jadwal tanda tangan	签字计划	管理	管理		
W3553	pengukuran persetujuan	测量审批	管理	管理		
W3564	hasil persetujuan	审批结果	管理	管理
W3575	alat ukur	测量仪器	测量	测量放样	Pastikan alat ukur sudah dikalibrasi.	确认测量仪器已经校准。
W3586	garis batas lahan	地界线	测量	测量放样	Tandai garis batas lahan sebelum pengukuran.	测量前标出地界线。
W3597	patok ukur	测量桩	测量	测量放样	Pasang patok ukur sesuai titik rencana.	按照设计点位设置测量桩。
W3608	garis elevasi	高程线	测量	测量放样	Tandai garis elevasi pada dinding.	在墙上标出高程线。
W3619	orientasi alat	仪器定向	测量	测量放样	Periksa orientasi alat sebelum mulai mengukur.	开始测量前检查仪器定向。
W3630	koordinat titik	点坐标	测量	测量放样	Catat koordinat titik ini di buku ukur.	把这个点的坐标记录在测量记录本里。
W3641	beda tinggi	高差	测量	测量放样	Hitung beda tinggi antara dua titik.	计算两个点之间的高差。
W3652	jarak horizontal	水平距离	测量	测量放样	Ukur jarak horizontal dari titik A ke B.	测量 A 点到 B 点的水平距离。
W3663	sudut horizontal	水平角	测量	测量放样	Baca sudut horizontal dengan teliti.	仔细读取水平角。
W3674	sudut vertikal	竖直角	测量	测量放样	Periksa sudut vertikal sebelum mencatat.	记录前检查竖直角。
W3685	waterpass	水准仪	测量	测量放样	Gunakan waterpass untuk mengecek ketinggian.	用水准仪检查高程。
W3696	statif alat ukur	测量仪器三脚架	测量	测量放样	Pasang statif alat ukur di tanah yang stabil.	把测量仪器三脚架架设在稳定地面上。
W3707	prisma mini	小棱镜	测量	测量放样	Pasang prisma mini pada titik yang akan diukur.	在待测点安装小棱镜。
W3718	prisma reflektor	反射棱镜	测量	测量放样	Pasang prisma reflektor pada titik yang benar.	把反射棱镜安装在正确点位。
W3729	jarak miring	斜距	测量	测量放样	Ukur jarak miring dari alat ke prisma.	测量仪器到棱镜的斜距。
W3740	as bangunan	建筑轴线	施工	图纸确认	Pastikan as bangunan sesuai gambar kerja.	确认建筑轴线与施工图一致。
W3751	garis sumbu	中心线	施工	图纸确认	Tarik garis sumbu sebelum memasang kolom.	安装柱子前先弹中心线。
W3762	bacaan muka	前视读数	测量	测量放样	Catat bacaan muka setelah membidik titik.	瞄准点后记录前视读数。
W3773	tinggi instrumen	仪器高	测量	测量放样	Catat tinggi instrumen sebelum pengukuran.	测量前记录仪器高。
W3784	bacaan belakang	后视读数	测量	测量放样	Catat bacaan belakang dengan teliti.	仔细记录后视读数。
W3795	selimut beton	混凝土保护层	混凝土	混凝土浇筑	Jaga ketebalan selimut beton tetap sesuai spesifikasi.	保持混凝土保护层厚度符合规范。
W3806	slump beton	混凝土坍落度	混凝土	混凝土浇筑	Periksa slump beton sebelum pengecoran.	浇筑前检查混凝土坍落度。
W3817	vibrator beton	混凝土振捣器	混凝土	混凝土浇筑	Gunakan vibrator beton untuk memadatkan beton.	用混凝土振捣器使混凝土密实。
W3828	perawatan beton	混凝土养护	混凝土	混凝土浇筑	Perawatan beton harus dilakukan setelah pengecoran.	浇筑后必须进行混凝土养护。
W3839	mutu beton	混凝土强度等级	混凝土	混凝土浇筑	Mutu beton harus sesuai spesifikasi proyek.	混凝土强度等级必须符合项目要求。
W3850	uji kuat tekan	抗压强度试验	质量	质量检查	Lakukan uji kuat tekan sesuai jadwal.	按照计划进行抗压强度试验。
